Protocol,Source IP Address,Source Port,Destination IP Address,Destination Port,Captured Length 
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,486
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1454
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1490
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,433
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,192.168.1.142,49325,31.216.147.155,49325,90
TCP,31.216.147.155,443,192.168.1.142,443,60
SSL,31.216.147.155,443,192.168.1.142,443,86
TCP,31.216.147.155,443,192.168.1.142,443,86
TCP,192.168.1.142,49325,31.216.147.155,49325,54
SSL,192.168.1.142,49269,104.20.73.155,49269,86
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,104.20.73.155,443,192.168.1.142,443,82
TCP,104.20.73.155,443,192.168.1.142,443,82
TCP,192.168.1.142,49269,104.20.73.155,49269,54
TCP,173.194.5.219,80,192.168.1.142,80,60
TCP,192.168.1.142,49372,173.194.5.219,49372,54
SSL,192.168.1.142,49269,104.20.73.155,49269,114
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,192.168.1.142,49269,104.20.73.155,49269,109
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,104.20.73.155,443,192.168.1.142,443,1173
SSL,104.20.73.155,443,192.168.1.142,443,584
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,88
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,76
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,88
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,1502
TCP,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,88
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,1514
SSL,104.20.73.155,443,192.168.1.142,443,902
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,192.168.1.142,49269,104.20.73.155,49269,92
TCP,104.20.73.155,443,192.168.1.142,443,60
SSL,192.168.1.142,49269,104.20.73.155,49269,92
TCP,104.20.73.155,443,192.168.1.142,443,60
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,101
SSL,104.20.73.155,443,192.168.1.142,443,228
TCP,192.168.1.142,49269,104.20.73.155,49269,54
SSL,104.20.73.155,443,192.168.1.142,443,848
TCP,104.20.73.155,443,192.168.1.142,443,848
TCP,192.168.1.142,49269,104.20.73.155,49269,54
TCP,192.168.1.142,49372,173.194.5.219,49372,54
TCP,192.168.1.142,49375,104.20.73.155,49375,54
TCP,104.20.73.155,443,192.168.1.142,443,60
TCP,104.20.73.155,443,192.168.1.142,443,60
TCP,192.168.1.142,49375,104.20.73.155,49375,54
SSL,104.20.74.155,443,192.168.1.142,443,82
TCP,104.20.74.155,443,192.168.1.142,443,82
TCP,192.168.1.142,49299,104.20.74.155,49299,54
SSL,192.168.1.142,49299,104.20.74.155,49299,86
TCP,104.20.74.155,443,192.168.1.142,443,60
TCP,192.168.1.142,49372,173.194.5.219,49372,54
TCP,173.194.5.219,80,192.168.1.142,80,60
TCP,192.168.1.142,49378,151.139.128.14,49378,66
TCP,192.168.1.142,49379,151.139.128.14,49379,66
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49378,151.139.128.14,49378,54
HTTP,192.168.1.142,49378,151.139.128.14,49378,286
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49379,151.139.128.14,49379,54
HTTP,192.168.1.142,49379,151.139.128.14,49379,286
TCP,151.139.128.14,80,192.168.1.142,80,60
OCSP,151.139.128.14,80,192.168.1.142,80,956
TCP,151.139.128.14,80,192.168.1.142,80,485
OCSP,151.139.128.14,80,192.168.1.142,80,525
TCP,192.168.1.142,49379,151.139.128.14,49379,54
TCP,151.139.128.14,80,192.168.1.142,80,956
TCP,192.168.1.142,49378,151.139.128.14,49378,54
TCP,192.168.1.142,49373,23.21.121.219,49373,54
TCP,23.21.121.219,443,192.168.1.142,443,60
TCP,192.168.1.142,49374,54.235.124.112,49374,54
TCP,54.235.124.112,443,192.168.1.142,443,60
TCP,192.168.1.142,49380,198.251.80.48,49380,66
TCP,192.168.1.142,49381,198.251.80.48,49381,66
SSL,23.21.121.219,443,192.168.1.142,443,123
TCP,192.168.1.142,49373,23.21.121.219,49373,54
SSL,54.235.124.112,443,192.168.1.142,443,123
TCP,192.168.1.142,49374,54.235.124.112,49374,54
SSL,104.20.73.155,443,192.168.1.142,443,88
SSL,192.168.1.142,49376,104.20.73.155,49376,92
TCP,104.20.73.155,443,192.168.1.142,443,60
TCP,198.251.80.48,80,192.168.1.142,80,60
TCP,198.251.80.48,80,192.168.1.142,80,60
TCP,192.168.1.142,49381,198.251.80.48,49381,54
TCP,192.168.1.142,49380,198.251.80.48,49380,54
HTTP,192.168.1.142,49381,198.251.80.48,49381,182
TCP,198.251.80.48,80,192.168.1.142,80,60
HTTP,192.168.1.142,49380,198.251.80.48,49380,182
TCP,198.251.80.48,80,192.168.1.142,80,60
TCP,192.168.1.142,49382,151.139.128.14,49382,66
TCP,192.168.1.142,49383,151.139.128.14,49383,66
TCP,192.168.1.142,49384,151.139.128.14,49384,66
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49382,151.139.128.14,49382,54
HTTP,192.168.1.142,49382,151.139.128.14,49382,287
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49383,151.139.128.14,49383,54
HTTP,192.168.1.142,49383,151.139.128.14,49383,205
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49385,151.139.128.14,49385,66
TCP,192.168.1.142,49386,151.139.128.14,49386,66
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49384,151.139.128.14,49384,54
HTTP,192.168.1.142,49384,151.139.128.14,49384,287
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,151.139.128.14,80,192.168.1.142,80,486
OCSP,151.139.128.14,80,192.168.1.142,80,781
TCP,192.168.1.142,49382,151.139.128.14,49382,54
TCP,151.139.128.14,80,192.168.1.142,80,484
DATA,151.139.128.14,80,192.168.1.142,80,866
TCP,192.168.1.142,49383,151.139.128.14,49383,54
TCP,192.168.1.142,49387,151.139.128.14,49387,66
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49385,151.139.128.14,49385,54
HTTP,192.168.1.142,49385,151.139.128.14,49385,287
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49386,151.139.128.14,49386,54
HTTP,192.168.1.142,49386,151.139.128.14,49386,205
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49388,151.139.128.14,49388,66
TCP,151.139.128.14,80,192.168.1.142,80,486
OCSP,151.139.128.14,80,192.168.1.142,80,781
TCP,192.168.1.142,49384,151.139.128.14,49384,54
TCP,192.168.1.142,49389,151.139.128.14,49389,66
TCP,151.139.128.14,80,192.168.1.142,80,60
OCSP,151.139.128.14,80,192.168.1.142,80,958
TCP,192.168.1.142,49387,151.139.128.14,49387,54
HTTP,192.168.1.142,49387,151.139.128.14,49387,287
TCP,151.139.128.14,80,192.168.1.142,80,60
DATA,151.139.128.14,80,192.168.1.142,80,1296
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49388,151.139.128.14,49388,54
HTTP,192.168.1.142,49388,151.139.128.14,49388,213
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,151.139.128.14,80,192.168.1.142,80,60
TCP,192.168.1.142,49389,151.139.128.14,49389,54
HTTP,192.168.1.142,49389,151.139.128.14,49389,213
TCP,151.139.128.14,80,192.168.1.142,80,60
OCSP,151.139.128.14,80,192.168.1.142,80,958
TCP,151.139.128.14,80,192.168.1.142,80,958
TCP,192.168.1.142,49385,151.139.128.14,49385,54
TCP,151.139.128.14,80,192.168.1.142,80,1296
TCP,192.168.1.142,49386,151.139.128.14,49386,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,467
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,814
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1418
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,958
TCP,192.168.1.142,49387,151.139.128.14,49387,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,479
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1430
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1430
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49389,151.139.128.14,49389,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1406
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1478
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1466
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1418
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1442
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,151.139.128.14,80,192.168.1.142,80,1502
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1454
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1418
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1490
TCP,192.168.1.142,49388,151.139.128.14,49388,54
TCP,151.139.128.14,80,192.168.1.142,80,1514
TCP,151.139.128.14,80,192.168.1.142,80,1514
